id`guild_boss1_wujiang_zhuansheng`guild_boss1_wujiang_level`guild_boss2_wujiang_zhuansheng`guild_boss2_wujiang_level`guild_boss3_wujiang_zhuansheng`guild_boss3_wujiang_level`guild_boss4_wujiang_zhuansheng`guild_boss4_wujiang_level`guild_boss5_wujiang_zhuansheng`guild_boss5_wujiang_level`guild_boss6_wujiang_zhuansheng`guild_boss6_wujiang_level`guild_boss_wujiang_soldier_count`guild_boss_amy_level:int`world_boss_turn_pnt`world_boss_soldier_count`world_boss_amry_level:int`worldboss_wujiang_zhuansheng`worldboss_wujiang_level
11`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`30|30|30|30|30|30|30|30|30|30|30|30|30|30|30|30|30|30`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`31|31|31|31|31|31|31|31|31|31|31|31|31|31|31|31|31|31`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33`64727`11`30`64727`11`0`29
12`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`32|32|32|32|32|32|32|32|32|32|32|32|32|32|32|32|32|32`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`32|32|32|32|32|32|32|32|32|32|32|32|32|32|32|32|32|32`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36`87164`12`30`87164`12`0`32
13`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39`89239`13`30`89239`13`0`35
14`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`38|38|38|38|38|38|38|38|38|38|38|38|38|38|38|38|38|38`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`41|41|41|41|41|41|41|41|41|41|41|41|41|41|41|41|41|41`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`41|41|41|41|41|41|41|41|41|41|41|41|41|41|41|41|41|41`91314`14`30`91314`14`0`37
15`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`40|40|40|40|40|40|40|40|40|40|40|40|40|40|40|40|40|40`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`40|40|40|40|40|40|40|40|40|40|40|40|40|40|40|40|40|40`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`41|41|41|41|41|41|41|41|41|41|41|41|41|41|41|41|41|41`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`42|42|42|42|42|42|42|42|42|42|42|42|42|42|42|42|42|42`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`44|44|44|44|44|44|44|44|44|44|44|44|44|44|44|44|44|44`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`44|44|44|44|44|44|44|44|44|44|44|44|44|44|44|44|44|44`115735`15`30`115735`15`0`40
16`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`43|43|43|43|43|43|43|43|43|43|43|43|43|43|43|43|43|43`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`43|43|43|43|43|43|43|43|43|43|43|43|43|43|43|43|43|43`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`44|44|44|44|44|44|44|44|44|44|44|44|44|44|44|44|44|44`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`45|45|45|45|45|45|45|45|45|45|45|45|45|45|45|45|45|45`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`47|47|47|47|47|47|47|47|47|47|47|47|47|47|47|47|47|47`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`47|47|47|47|47|47|47|47|47|47|47|47|47|47|47|47|47|47`118307`16`30`118307`16`0`43
17`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`45|45|45|45|45|45|45|45|45|45|45|45|45|45|45|45|45|45`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`45|45|45|45|45|45|45|45|45|45|45|45|45|45|45|45|45|45`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`46|46|46|46|46|46|46|46|46|46|46|46|46|46|46|46|46|46`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`47|47|47|47|47|47|47|47|47|47|47|47|47|47|47|47|47|47`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`49|49|49|49|49|49|49|49|49|49|49|49|49|49|49|49|49|49`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`49|49|49|49|49|49|49|49|49|49|49|49|49|49|49|49|49|49`120879`17`30`120879`17`0`45
18`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`49|49|49|49|49|49|49|49|49|49|49|49|49|49|49|49|49|49`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`52|52|52|52|52|52|52|52|52|52|52|52|52|52|52|52|52|52`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`52|52|52|52|52|52|52|52|52|52|52|52|52|52|52|52|52|52`123451`18`30`123451`18`0`48
19`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`51|51|51|51|51|51|51|51|51|51|51|51|51|51|51|51|51|51`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`51|51|51|51|51|51|51|51|51|51|51|51|51|51|51|51|51|51`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`52|52|52|52|52|52|52|52|52|52|52|52|52|52|52|52|52|52`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`53|53|53|53|53|53|53|53|53|53|53|53|53|53|53|53|53|53`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`55|55|55|55|55|55|55|55|55|55|55|55|55|55|55|55|55|55`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`55|55|55|55|55|55|55|55|55|55|55|55|55|55|55|55|55|55`150357`19`30`150357`19`0`51
20`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`54|54|54|54|54|54|54|54|54|54|54|54|54|54|54|54|54|54`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`54|54|54|54|54|54|54|54|54|54|54|54|54|54|54|54|54|54`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`55|55|55|55|55|55|55|55|55|55|55|55|55|55|55|55|55|55`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`56|56|56|56|56|56|56|56|56|56|56|56|56|56|56|56|56|56`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`58|58|58|58|58|58|58|58|58|58|58|58|58|58|58|58|58|58`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`58|58|58|58|58|58|58|58|58|58|58|58|58|58|58|58|58|58`153426`20`30`153426`20`0`54
21`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`56|56|56|56|56|56|56|56|56|56|56|56|56|56|56|56|56|56`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`56|56|56|56|56|56|56|56|56|56|56|56|56|56|56|56|56|56`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`57|57|57|57|57|57|57|57|57|57|57|57|57|57|57|57|57|57`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`58|58|58|58|58|58|58|58|58|58|58|58|58|58|58|58|58|58`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`60|60|60|60|60|60|60|60|60|60|60|60|60|60|60|60|60|60`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`60|60|60|60|60|60|60|60|60|60|60|60|60|60|60|60|60|60`156494`21`30`156494`21`0`56
22`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`59|59|59|59|59|59|59|59|59|59|59|59|59|59|59|59|59|59`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`59|59|59|59|59|59|59|59|59|59|59|59|59|59|59|59|59|59`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`60|60|60|60|60|60|60|60|60|60|60|60|60|60|60|60|60|60`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`61|61|61|61|61|61|61|61|61|61|61|61|61|61|61|61|61|61`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`63|63|63|63|63|63|63|63|63|63|63|63|63|63|63|63|63|63`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`63|63|63|63|63|63|63|63|63|63|63|63|63|63|63|63|63|63`185383`22`30`185383`22`0`59
23`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`62|62|62|62|62|62|62|62|62|62|62|62|62|62|62|62|62|62`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`62|62|62|62|62|62|62|62|62|62|62|62|62|62|62|62|62|62`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`63|63|63|63|63|63|63|63|63|63|63|63|63|63|63|63|63|63`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`64|64|64|64|64|64|64|64|64|64|64|64|64|64|64|64|64|64`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`66|66|66|66|66|66|66|66|66|66|66|66|66|66|66|66|66|66`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`66|66|66|66|66|66|66|66|66|66|66|66|66|66|66|66|66|66`188949`23`30`188949`23`0`62
24`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`65|65|65|65|65|65|65|65|65|65|65|65|65|65|65|65|65|65`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`65|65|65|65|65|65|65|65|65|65|65|65|65|65|65|65|65|65`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`66|66|66|66|66|66|66|66|66|66|66|66|66|66|66|66|66|66`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`67|67|67|67|67|67|67|67|67|67|67|67|67|67|67|67|67|67`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`69|69|69|69|69|69|69|69|69|69|69|69|69|69|69|69|69|69`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`69|69|69|69|69|69|69|69|69|69|69|69|69|69|69|69|69|69`192514`24`30`192514`24`0`65
25`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`67|67|67|67|67|67|67|67|67|67|67|67|67|67|67|67|67|67`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`67|67|67|67|67|67|67|67|67|67|67|67|67|67|67|67|67|67`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`68|68|68|68|68|68|68|68|68|68|68|68|68|68|68|68|68|68`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`69|69|69|69|69|69|69|69|69|69|69|69|69|69|69|69|69|69`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`71|71|71|71|71|71|71|71|71|71|71|71|71|71|71|71|71|71`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`71|71|71|71|71|71|71|71|71|71|71|71|71|71|71|71|71|71`196078`25`30`196078`25`0`67
26`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`70|70|70|70|70|70|70|70|70|70|70|70|70|70|70|70|70|70`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`70|70|70|70|70|70|70|70|70|70|70|70|70|70|70|70|70|70`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`71|71|71|71|71|71|71|71|71|71|71|71|71|71|71|71|71|71`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`72|72|72|72|72|72|72|72|72|72|72|72|72|72|72|72|72|72`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`74|74|74|74|74|74|74|74|74|74|74|74|74|74|74|74|74|74`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`74|74|74|74|74|74|74|74|74|74|74|74|74|74|74|74|74|74`227454`26`30`227454`26`0`70
27`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`73|73|73|73|73|73|73|73|73|73|73|73|73|73|73|73|73|73`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`73|73|73|73|73|73|73|73|73|73|73|73|73|73|73|73|73|73`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`74|74|74|74|74|74|74|74|74|74|74|74|74|74|74|74|74|74`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`75|75|75|75|75|75|75|75|75|75|75|75|75|75|75|75|75|75`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`77|77|77|77|77|77|77|77|77|77|77|77|77|77|77|77|77|77`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`77|77|77|77|77|77|77|77|77|77|77|77|77|77|77|77|77|77`231516`27`30`231516`27`0`73
28`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`75|75|75|75|75|75|75|75|75|75|75|75|75|75|75|75|75|75`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`75|75|75|75|75|75|75|75|75|75|75|75|75|75|75|75|75|75`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`76|76|76|76|76|76|76|76|76|76|76|76|76|76|76|76|76|76`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`77|77|77|77|77|77|77|77|77|77|77|77|77|77|77|77|77|77`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`79|79|79|79|79|79|79|79|79|79|79|79|79|79|79|79|79|79`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`79|79|79|79|79|79|79|79|79|79|79|79|79|79|79|79|79|79`235578`28`30`235578`28`0`75
29`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`78|78|78|78|78|78|78|78|78|78|78|78|78|78|78|78|78|78`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`78|78|78|78|78|78|78|78|78|78|78|78|78|78|78|78|78|78`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`79|79|79|79|79|79|79|79|79|79|79|79|79|79|79|79|79|79`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`80|80|80|80|80|80|80|80|80|80|80|80|80|80|80|80|80|80`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`82|82|82|82|82|82|82|82|82|82|82|82|82|82|82|82|82|82`0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0`82|82|82|82|82|82|82|82|82|82|82|82|82|82|82|82|82|82`268939`29`30`268939`29`0`78
